Time (UTC),Day-ahead Total Load Forecast [MW] - BZN|DE-LU,Day-ahead Price [EUR/MWh],Solar  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],Day-ahead Price [EUR/MWh]_pacf_lag_24,Day-ahead Price [EUR/MWh]_pacf_lag_25,year,quarter,month,week_of_year,day,weekday,is_weekend,hour,is_holiday
2020-05-19 00:00:00,173999.0,16.13,0.0,13556,22925.0,15.54,18.0,2020,2,5,21,19,1,0,0,0
2020-05-19 01:00:00,169585.0,16.16,0.0,13789,23503.0,14.01,15.54,2020,2,5,21,19,1,0,1,0
2020-05-19 02:00:00,170462.0,15.74,0.0,14144,24657.0,12.95,14.01,2020,2,5,21,19,1,0,2,0
2020-05-19 03:00:00,175119.0,17.01,2.0,14705,25760.0,13.97,12.95,2020,2,5,21,19,1,0,3,0
2020-05-19 04:00:00,186252.0,18.53,476.0,15338,25666.0,17.98,13.97,2020,2,5,21,19,1,0,4,0
2020-05-19 05:00:00,211073.0,22.26,6793.0,14820,24938.0,24.96,17.98,2020,2,5,21,19,1,0,5,0
2020-05-19 06:00:00,231753.0,26.04,23722.0,13178,21928.0,27.94,24.96,2020,2,5,21,19,1,0,6,0
2020-05-19 07:00:00,243142.0,28.18,48140.0,12969,19455.0,29.91,27.94,2020,2,5,21,19,1,0,7,0
2020-05-19 08:00:00,245853.0,22.96,72729.0,10147,23474.0,22.96,29.91,2020,2,5,21,19,1,0,8,0
2020-05-19 09:00:00,249667.0,20.07,92763.0,7867,27512.0,18.91,22.96,2020,2,5,21,19,1,0,9,0
2020-05-19 10:00:00,254114.0,20.13,105375.0,6047,28432.0,16.9,18.91,2020,2,5,21,19,1,0,10,0
2020-05-19 11:00:00,253292.0,19.31,110624.0,4590,29710.0,15.36,16.9,2020,2,5,21,19,1,0,11,0
2020-05-19 12:00:00,250365.0,18.19,109141.0,3790,32981.0,14.04,15.36,2020,2,5,21,19,1,0,12,0
2020-05-19 13:00:00,244184.0,17.71,99030.0,3103,34574.0,13.26,14.04,2020,2,5,21,19,1,0,13,0
2020-05-19 14:00:00,239489.0,17.82,83989.0,2615,34284.0,12.85,13.26,2020,2,5,21,19,1,0,14,0
2020-05-19 15:00:00,234272.0,19.03,68066.0,2302,32313.0,13.44,12.85,2020,2,5,21,19,1,0,15,0
2020-05-19 16:00:00,234845.0,22.14,48745.0,1669,30760.0,19.07,13.44,2020,2,5,21,19,1,0,16,0
2020-05-19 17:00:00,237794.0,28.67,28301.0,1765,26371.0,22.81,19.07,2020,2,5,21,19,1,0,17,0
2020-05-19 18:00:00,236653.0,42.65,11681.0,2045,21530.0,25.95,22.81,2020,2,5,21,19,1,0,18,0
2020-05-19 19:00:00,229910.0,49.98,2300.0,1501,17491.0,31.9,25.95,2020,2,5,21,19,1,0,19,0
2020-05-19 20:00:00,222311.0,40.48,23.0,1192,16434.0,26.08,31.9,2020,2,5,21,19,1,0,20,0
2020-05-19 21:00:00,211171.0,29.07,0.0,1185,14716.0,23.99,26.08,2020,2,5,21,19,1,0,21,0
2020-05-19 22:00:00,195357.0,23.18,0.0,959,13266.0,21.04,23.99,2020,2,5,21,19,1,0,22,0
2020-05-19 23:00:00,181318.0,21.24,0.0,834,11022.0,17.05,21.04,2020,2,5,21,19,1,0,23,0
2020-05-20 00:00:00,174042.0,22.35,0.0,712,9251.0,16.13,17.05,2020,2,5,21,20,2,0,0,0
2020-05-20 01:00:00,170186.0,21.58,0.0,585,7244.0,16.16,16.13,2020,2,5,21,20,2,0,1,0
2020-05-20 02:00:00,170625.0,21.56,0.0,600,6230.0,15.74,16.16,2020,2,5,21,20,2,0,2,0
2020-05-20 03:00:00,175297.0,20.67,3.0,505,5736.0,17.01,15.74,2020,2,5,21,20,2,0,3,0
2020-05-20 04:00:00,186172.0,23.25,460.0,398,5665.0,18.53,17.01,2020,2,5,21,20,2,0,4,0
2020-05-20 05:00:00,211239.0,44.83,5296.0,359,5078.0,22.26,18.53,2020,2,5,21,20,2,0,5,0
2020-05-20 06:00:00,229821.0,56.69,16055.0,249,3189.0,26.04,22.26,2020,2,5,21,20,2,0,6,0
2020-05-20 07:00:00,238657.0,57.0,31199.0,135,1422.0,28.18,26.04,2020,2,5,21,20,2,0,7,0
2020-05-20 08:00:00,241871.0,34.31,47911.0,65,1271.0,22.96,28.18,2020,2,5,21,20,2,0,8,0
2020-05-20 09:00:00,245035.0,28.72,64004.0,14,1950.0,20.07,22.96,2020,2,5,21,20,2,0,9,0
2020-05-20 10:00:00,249244.0,30.55,76355.0,14,2630.0,20.13,20.07,2020,2,5,21,20,2,0,10,0
2020-05-20 11:00:00,248375.0,28.09,83278.0,40,3754.0,19.31,20.13,2020,2,5,21,20,2,0,11,0
2020-05-20 12:00:00,243252.0,23.43,84785.0,144,5151.0,18.19,19.31,2020,2,5,21,20,2,0,12,0
2020-05-20 13:00:00,238067.0,22.93,80877.0,141,6335.0,17.71,18.19,2020,2,5,21,20,2,0,13,0
2020-05-20 14:00:00,235370.0,23.06,72302.0,65,7181.0,17.82,17.71,2020,2,5,21,20,2,0,14,0
2020-05-20 15:00:00,232871.0,23.24,60821.0,6,7912.0,19.03,17.82,2020,2,5,21,20,2,0,15,0
2020-05-20 16:00:00,234889.0,25.63,47837.0,24,8217.0,22.14,19.03,2020,2,5,21,20,2,0,16,0
2020-05-20 17:00:00,236469.0,33.97,30801.0,5,8429.0,28.67,22.14,2020,2,5,21,20,2,0,17,0
2020-05-20 18:00:00,234611.0,44.58,13544.0,5,8642.0,42.65,28.67,2020,2,5,21,20,2,0,18,0
2020-05-20 19:00:00,227523.0,56.3,3059.0,0,9323.0,49.98,42.65,2020,2,5,21,20,2,0,19,0
2020-05-20 20:00:00,219505.0,46.9,58.0,2,12026.0,40.48,49.98,2020,2,5,21,20,2,0,20,0
2020-05-20 21:00:00,208706.0,35.42,0.0,14,14561.0,29.07,40.48,2020,2,5,21,20,2,0,21,0
2020-05-20 22:00:00,193300.0,22.94,0.0,69,15428.0,23.18,29.07,2020,2,5,21,20,2,0,22,0
2020-05-20 23:00:00,171083.0,21.37,0.0,227,14955.0,21.24,23.18,2020,2,5,21,20,2,0,23,0
2020-05-21 00:00:00,161781.0,20.01,0.0,503,14096.0,22.35,21.24,2020,2,5,21,21,3,0,0,1
2020-05-21 01:00:00,157958.0,17.29,0.0,768,11836.0,21.58,22.35,2020,2,5,21,21,3,0,1,1
2020-05-21 02:00:00,157241.0,16.74,0.0,1245,10279.0,21.56,21.58,2020,2,5,21,21,3,0,2,1
2020-05-21 03:00:00,156631.0,16.84,4.0,976,9051.0,20.67,21.56,2020,2,5,21,21,3,0,3,1
2020-05-21 04:00:00,154622.0,16.18,728.0,1002,8402.0,23.25,20.67,2020,2,5,21,21,3,0,4,1
2020-05-21 05:00:00,152608.0,17.85,8295.0,1180,8219.0,44.83,23.25,2020,2,5,21,21,3,0,5,1
2020-05-21 06:00:00,161971.0,19.77,27469.0,1184,6419.0,56.69,44.83,2020,2,5,21,21,3,0,6,1
2020-05-21 07:00:00,174767.0,19.56,55000.0,998,2554.0,57.0,56.69,2020,2,5,21,21,3,0,7,1
2020-05-21 08:00:00,182925.0,16.12,83114.0,911,2195.0,34.31,57.0,2020,2,5,21,21,3,0,8,1
2020-05-21 09:00:00,189220.0,14.82,104015.0,947,2259.0,28.72,34.31,2020,2,5,21,21,3,0,9,1
2020-05-21 10:00:00,196613.0,14.92,114529.0,913,2149.0,30.55,28.72,2020,2,5,21,21,3,0,10,1
2020-05-21 11:00:00,193906.0,14.81,121824.0,810,2131.0,28.09,30.55,2020,2,5,21,21,3,0,11,1
2020-05-21 12:00:00,188157.0,13.29,123203.0,433,1833.0,23.43,28.09,2020,2,5,21,21,3,0,12,1
2020-05-21 13:00:00,183173.0,12.14,118198.0,601,1630.0,22.93,23.43,2020,2,5,21,21,3,0,13,1
2020-05-21 14:00:00,178113.0,13.9,106316.0,1863,1863.0,23.06,22.93,2020,2,5,21,21,3,0,14,1
2020-05-21 15:00:00,174101.0,15.47,88260.0,2203,2115.0,23.24,23.06,2020,2,5,21,21,3,0,15,1
2020-05-21 16:00:00,181916.0,18.0,64530.0,1676,2398.0,25.63,23.24,2020,2,5,21,21,3,0,16,1
2020-05-21 17:00:00,187326.0,22.09,37608.0,2888,3087.0,33.97,25.63,2020,2,5,21,21,3,0,17,1
2020-05-21 18:00:00,187529.0,29.66,14789.0,2947,4606.0,44.58,33.97,2020,2,5,21,21,3,0,18,1
2020-05-21 19:00:00,186593.0,42.66,3075.0,3664,8188.0,56.3,44.58,2020,2,5,21,21,3,0,19,1
2020-05-21 20:00:00,184952.0,29.52,49.0,4641,15695.0,46.9,56.3,2020,2,5,21,21,3,0,20,1
2020-05-21 21:00:00,181943.0,24.12,0.0,6333,27183.0,35.42,46.9,2020,2,5,21,21,3,0,21,1
2020-05-21 22:00:00,169906.0,22.78,0.0,8390,35298.0,22.94,35.42,2020,2,5,21,21,3,0,22,1
2020-05-21 23:00:00,173691.0,20.0,0.0,9717,39228.0,21.37,22.94,2020,2,5,21,21,3,0,23,1
2020-05-22 00:00:00,166478.0,17.03,0.0,11948,39923.0,20.01,21.37,2020,2,5,21,22,4,0,0,0
2020-05-22 01:00:00,163028.0,15.5,0.0,13480,39453.0,17.29,20.01,2020,2,5,21,22,4,0,1,0
2020-05-22 02:00:00,163273.0,14.02,0.0,15968,38760.0,16.74,17.29,2020,2,5,21,22,4,0,2,0
2020-05-22 03:00:00,166756.0,14.15,4.0,18406,36856.0,16.84,16.74,2020,2,5,21,22,4,0,3,0
2020-05-22 04:00:00,177205.0,15.75,813.0,19238,34065.0,16.18,16.84,2020,2,5,21,22,4,0,4,0
2020-05-22 05:00:00,203383.0,20.83,9031.0,18732,31860.0,17.85,16.18,2020,2,5,21,22,4,0,5,0
2020-05-22 06:00:00,223114.0,21.94,25241.0,18167,25968.0,19.77,17.85,2020,2,5,21,22,4,0,6,0
2020-05-22 07:00:00,233040.0,21.92,45298.0,19219,19406.0,19.56,19.77,2020,2,5,21,22,4,0,7,0
2020-05-22 08:00:00,233792.0,21.2,61419.0,15671,16349.0,16.12,19.56,2020,2,5,21,22,4,0,8,0
2020-05-22 09:00:00,237113.0,16.49,69575.0,12882,18887.0,14.82,16.12,2020,2,5,21,22,4,0,9,0
2020-05-22 10:00:00,240626.0,14.59,73274.0,20431,22530.0,14.92,14.82,2020,2,5,21,22,4,0,10,0
2020-05-22 11:00:00,239559.0,14.69,73274.0,25051,27372.0,14.81,14.92,2020,2,5,21,22,4,0,11,0
2020-05-22 12:00:00,235740.0,14.57,67924.0,25616,32215.0,13.29,14.81,2020,2,5,21,22,4,0,12,0
2020-05-22 13:00:00,231825.0,16.09,60548.0,24160,38985.0,12.14,13.29,2020,2,5,21,22,4,0,13,0
2020-05-22 14:00:00,226201.0,17.27,51242.0,19636,44264.0,13.9,12.14,2020,2,5,21,22,4,0,14,0
2020-05-22 15:00:00,219429.0,18.35,37764.0,13992,49199.0,15.47,13.9,2020,2,5,21,22,4,0,15,0
2020-05-22 16:00:00,220873.0,22.07,25055.0,12186,46415.0,18.0,15.47,2020,2,5,21,22,4,0,16,0
2020-05-22 17:00:00,223727.0,22.98,14779.0,14266,47951.0,22.09,18.0,2020,2,5,21,22,4,0,17,0
2020-05-22 18:00:00,224500.0,23.71,6653.0,15647,46195.0,29.66,22.09,2020,2,5,21,22,4,0,18,0
2020-05-22 19:00:00,218037.0,23.35,1599.0,15105,46019.0,42.66,29.66,2020,2,5,21,22,4,0,19,0
2020-05-22 20:00:00,208974.0,22.2,56.0,14537,42305.0,29.52,42.66,2020,2,5,21,22,4,0,20,0
2020-05-22 21:00:00,198786.0,22.81,0.0,13289,41749.0,24.12,29.52,2020,2,5,21,22,4,0,21,0
2020-05-22 22:00:00,184567.0,20.47,0.0,13323,41701.0,22.78,24.12,2020,2,5,21,22,4,0,22,0
2020-05-22 23:00:00,173406.0,14.01,0.0,12795,40348.0,20.0,22.78,2020,2,5,21,22,4,0,23,0
2020-05-23 00:00:00,165266.0,11.48,0.0,14080,41286.0,17.03,20.0,2020,2,5,21,23,5,1,0,0
2020-05-23 01:00:00,160979.0,10.87,0.0,15872,40637.0,15.5,17.03,2020,2,5,21,23,5,1,1,0
2020-05-23 02:00:00,159644.0,8.72,0.0,16156,40870.0,14.02,15.5,2020,2,5,21,23,5,1,2,0
2020-05-23 03:00:00,159163.0,9.37,1.0,16738,38631.0,14.15,14.02,2020,2,5,21,23,5,1,3,0
2020-05-23 04:00:00,159887.0,9.5,326.0,17688,37768.0,15.75,14.15,2020,2,5,21,23,5,1,4,0
2020-05-23 05:00:00,164979.0,12.37,4184.0,17648,34476.0,20.83,15.75,2020,2,5,21,23,5,1,5,0
2020-05-23 06:00:00,177479.0,15.07,11484.0,16800,29429.0,21.94,20.83,2020,2,5,21,23,5,1,6,0
2020-05-23 07:00:00,192353.0,16.57,20571.0,16977,27615.0,21.92,21.94,2020,2,5,21,23,5,1,7,0
2020-05-23 08:00:00,205004.0,16.72,29806.0,19075,35363.0,21.2,21.92,2020,2,5,21,23,5,1,8,0
2020-05-23 09:00:00,212306.0,15.53,39109.0,20171,42323.0,16.49,21.2,2020,2,5,21,23,5,1,9,0
2020-05-23 10:00:00,217604.0,12.63,46127.0,20833,48609.0,14.59,16.49,2020,2,5,21,23,5,1,10,0
2020-05-23 11:00:00,216012.0,12.7,48781.0,19931,56895.0,14.69,14.59,2020,2,5,21,23,5,1,11,0
2020-05-23 12:00:00,208597.0,4.64,52065.0,19762,64080.0,14.57,14.69,2020,2,5,21,23,5,1,12,0
2020-05-23 13:00:00,201844.0,0.01,49882.0,19383,66970.0,16.09,14.57,2020,2,5,21,23,5,1,13,0
2020-05-23 14:00:00,199096.0,-0.94,44442.0,19195,71243.0,17.27,16.09,2020,2,5,21,23,5,1,14,0
2020-05-23 15:00:00,195884.0,-0.38,38348.0,19272,76184.0,18.35,17.27,2020,2,5,21,23,5,1,15,0
2020-05-23 16:00:00,195827.0,0.75,30228.0,18926,80668.0,22.07,18.35,2020,2,5,21,23,5,1,16,0
2020-05-23 17:00:00,199530.0,8.01,20333.0,18611,80965.0,22.98,22.07,2020,2,5,21,23,5,1,17,0
2020-05-23 18:00:00,197842.0,12.2,10554.0,20707,73421.0,23.71,22.98,2020,2,5,21,23,5,1,18,0
2020-05-23 19:00:00,191511.0,14.04,3131.0,22697,65541.0,23.35,23.71,2020,2,5,21,23,5,1,19,0
2020-05-23 20:00:00,187018.0,13.94,97.0,22997,65922.0,22.2,23.35,2020,2,5,21,23,5,1,20,0
2020-05-23 21:00:00,182311.0,14.56,0.0,22803,67820.0,22.81,22.2,2020,2,5,21,23,5,1,21,0
2020-05-23 22:00:00,170883.0,13.99,0.0,22737,70604.0,20.47,22.81,2020,2,5,21,23,5,1,22,0
2020-05-23 23:00:00,159083.0,0.03,0.0,22764,72044.0,14.01,20.47,2020,2,5,21,23,5,1,23,0
2020-05-24 00:00:00,151735.0,-2.44,0.0,15752,66240.0,11.48,14.01,2020,2,5,21,24,6,1,0,0
2020-05-24 01:00:00,146229.0,-8.77,0.0,12802,64950.0,10.87,11.48,2020,2,5,21,24,6,1,1,0
2020-05-24 02:00:00,144116.0,-20.01,0.0,12025,66325.0,8.72,10.87,2020,2,5,21,24,6,1,2,0
2020-05-24 03:00:00,145015.0,-20.37,4.0,12290,64379.0,9.37,8.72,2020,2,5,21,24,6,1,3,0
2020-05-24 04:00:00,144470.0,-24.65,731.0,12580,65632.0,9.5,9.37,2020,2,5,21,24,6,1,4,0
2020-05-24 05:00:00,144594.0,-30.98,7637.0,12961,63623.0,12.37,9.5,2020,2,5,21,24,6,1,5,0
2020-05-24 06:00:00,151734.0,-25.0,23162.0,14813,59808.0,15.07,12.37,2020,2,5,21,24,6,1,6,0
2020-05-24 07:00:00,164298.0,-26.97,44746.0,15177,61885.0,16.57,15.07,2020,2,5,21,24,6,1,7,0
2020-05-24 08:00:00,176348.0,-39.46,65426.0,14946,66332.0,16.72,16.57,2020,2,5,21,24,6,1,8,0
2020-05-24 09:00:00,185891.0,-63.04,79069.0,14691,71964.0,15.53,16.72,2020,2,5,21,24,6,1,9,0
2020-05-24 10:00:00,196365.0,-63.06,82270.0,14700,78806.0,12.63,15.53,2020,2,5,21,24,6,1,10,0
2020-05-24 11:00:00,193999.0,-70.04,80674.0,14182,83742.0,12.7,12.63,2020,2,5,21,24,6,1,11,0
2020-05-24 12:00:00,186419.0,-74.97,76266.0,13747,72220.0,4.64,12.7,2020,2,5,21,24,6,1,12,0
2020-05-24 13:00:00,179422.0,-74.97,70236.0,14119,66767.0,0.01,4.64,2020,2,5,21,24,6,1,13,0
2020-05-24 14:00:00,177163.0,-69.99,63365.0,14389,66583.0,-0.94,0.01,2020,2,5,21,24,6,1,14,0
2020-05-24 15:00:00,178215.0,-57.74,53612.0,13718,75472.0,-0.38,-0.94,2020,2,5,21,24,6,1,15,0
2020-05-24 16:00:00,183058.0,-16.98,38426.0,14194,81733.0,0.75,-0.38,2020,2,5,21,24,6,1,16,0
2020-05-24 17:00:00,190414.0,1.54,22742.0,20184,82700.0,8.01,0.75,2020,2,5,21,24,6,1,17,0
2020-05-24 18:00:00,190450.0,8.03,9841.0,20795,73575.0,12.2,8.01,2020,2,5,21,24,6,1,18,0
2020-05-24 19:00:00,187346.0,14.0,2303.0,21060,65762.0,14.04,12.2,2020,2,5,21,24,6,1,19,0
2020-05-24 20:00:00,185819.0,14.39,45.0,21625,63286.0,13.94,14.04,2020,2,5,21,24,6,1,20,0
2020-05-24 21:00:00,184254.0,16.31,0.0,21076,65787.0,14.56,13.94,2020,2,5,21,24,6,1,21,0
2020-05-24 22:00:00,171458.0,8.0,0.0,20562,70890.0,13.99,14.56,2020,2,5,21,24,6,1,22,0
2020-05-24 23:00:00,163597.0,13.01,0.0,19523,72243.0,0.03,13.99,2020,2,5,21,24,6,1,23,0
2020-05-25 00:00:00,157458.0,12.03,0.0,19948,72023.0,-2.44,0.03,2020,2,5,22,25,0,0,0,0
2020-05-25 01:00:00,154317.0,8.03,0.0,20583,71104.0,-8.77,-2.44,2020,2,5,22,25,0,0,1,0
2020-05-25 02:00:00,155130.0,7.59,0.0,20980,71808.0,-20.01,-8.77,2020,2,5,22,25,0,0,2,0
2020-05-25 03:00:00,160481.0,7.73,3.0,20514,71270.0,-20.37,-20.01,2020,2,5,22,25,0,0,3,0
2020-05-25 04:00:00,173694.0,9.99,422.0,19524,71225.0,-24.65,-20.37,2020,2,5,22,25,0,0,4,0
2020-05-25 05:00:00,203902.0,16.02,4611.0,20160,70316.0,-30.98,-24.65,2020,2,5,22,25,0,0,5,0
2020-05-25 06:00:00,228230.0,21.09,13161.0,18882,67645.0,-25.0,-30.98,2020,2,5,22,25,0,0,6,0
2020-05-25 07:00:00,241800.0,22.06,24611.0,19214,66187.0,-26.97,-25.0,2020,2,5,22,25,0,0,7,0
2020-05-25 08:00:00,245091.0,20.92,37874.0,16754,67262.0,-39.46,-26.97,2020,2,5,22,25,0,0,8,0
2020-05-25 09:00:00,249706.0,20.0,51447.0,14740,67378.0,-63.04,-39.46,2020,2,5,22,25,0,0,9,0
2020-05-25 10:00:00,254987.0,20.94,60889.0,12456,67117.0,-63.06,-63.04,2020,2,5,22,25,0,0,10,0
2020-05-25 11:00:00,254701.0,17.5,64547.0,9450,64853.0,-70.04,-63.06,2020,2,5,22,25,0,0,11,0
2020-05-25 12:00:00,248710.0,15.47,67651.0,7010,61503.0,-74.97,-70.04,2020,2,5,22,25,0,0,12,0
2020-05-25 13:00:00,243463.0,14.38,69122.0,6175,58596.0,-74.97,-74.97,2020,2,5,22,25,0,0,13,0
2020-05-25 14:00:00,241585.0,14.0,68437.0,6710,57336.0,-69.99,-74.97,2020,2,5,22,25,0,0,14,0
2020-05-25 15:00:00,237608.0,15.75,62198.0,6734,55039.0,-57.74,-69.99,2020,2,5,22,25,0,0,15,0
2020-05-25 16:00:00,237582.0,18.9,48835.0,5531,52940.0,-16.98,-57.74,2020,2,5,22,25,0,0,16,0
2020-05-25 17:00:00,237680.0,23.53,30880.0,3656,46469.0,1.54,-16.98,2020,2,5,22,25,0,0,17,0
2020-05-25 18:00:00,233471.0,26.08,14131.0,3442,36462.0,8.03,1.54,2020,2,5,22,25,0,0,18,0
2020-05-25 19:00:00,226394.0,38.32,3454.0,2502,28405.0,14.0,8.03,2020,2,5,22,25,0,0,19,0
2020-05-25 20:00:00,219578.0,34.35,96.0,1274,24693.0,14.39,14.0,2020,2,5,22,25,0,0,20,0
2020-05-25 21:00:00,210574.0,26.25,0.0,1028,22239.0,16.31,14.39,2020,2,5,22,25,0,0,21,0
2020-05-25 22:00:00,194816.0,23.19,0.0,677,19243.0,8.0,16.31,2020,2,5,22,25,0,0,22,0
2020-05-25 23:00:00,178475.0,21.1,0.0,484,16816.0,13.01,8.0,2020,2,5,22,25,0,0,23,0
2020-05-26 00:00:00,171651.0,22.63,0.0,136,15008.0,12.03,13.01,2020,2,5,22,26,1,0,0,0
2020-05-26 01:00:00,169022.0,21.41,0.0,61,12966.0,8.03,12.03,2020,2,5,22,26,1,0,1,0
2020-05-26 02:00:00,169628.0,21.49,0.0,59,11162.0,7.59,8.03,2020,2,5,22,26,1,0,2,0
2020-05-26 03:00:00,173522.0,22.65,6.0,19,9972.0,7.73,7.59,2020,2,5,22,26,1,0,3,0
2020-05-26 04:00:00,184544.0,22.72,850.0,11,8795.0,9.99,7.73,2020,2,5,22,26,1,0,4,0
2020-05-26 05:00:00,211995.0,34.94,8402.0,20,7065.0,16.02,9.99,2020,2,5,22,26,1,0,5,0
2020-05-26 06:00:00,230937.0,40.05,25184.0,43,3841.0,21.09,16.02,2020,2,5,22,26,1,0,6,0
2020-05-26 07:00:00,239394.0,34.65,48313.0,24,1795.0,22.06,21.09,2020,2,5,22,26,1,0,7,0
2020-05-26 08:00:00,243842.0,24.21,70806.0,168,1966.0,20.92,22.06,2020,2,5,22,26,1,0,8,0
2020-05-26 09:00:00,248498.0,22.59,87762.0,583,2681.0,20.0,20.92,2020,2,5,22,26,1,0,9,0
2020-05-26 10:00:00,253395.0,21.97,94982.0,720,3525.0,20.94,20.0,2020,2,5,22,26,1,0,10,0
2020-05-26 11:00:00,252111.0,21.0,97138.0,779,4546.0,17.5,20.94,2020,2,5,22,26,1,0,11,0
2020-05-26 12:00:00,246230.0,19.75,98108.0,781,5407.0,15.47,17.5,2020,2,5,22,26,1,0,12,0
2020-05-26 13:00:00,241080.0,19.98,96365.0,581,5959.0,14.38,15.47,2020,2,5,22,26,1,0,13,0
2020-05-26 14:00:00,238472.0,20.91,90641.0,294,6414.0,14.0,14.38,2020,2,5,22,26,1,0,14,0
2020-05-26 15:00:00,233743.0,21.0,78499.0,165,6715.0,15.75,14.0,2020,2,5,22,26,1,0,15,0
2020-05-26 16:00:00,233929.0,24.2,59615.0,128,6960.0,18.9,15.75,2020,2,5,22,26,1,0,16,0
2020-05-26 17:00:00,234758.0,31.29,37076.0,94,7075.0,23.53,18.9,2020,2,5,22,26,1,0,17,0
2020-05-26 18:00:00,233005.0,47.9,16127.0,88,6580.0,26.08,23.53,2020,2,5,22,26,1,0,18,0
2020-05-26 19:00:00,226315.0,50.15,3995.0,160,5956.0,38.32,26.08,2020,2,5,22,26,1,0,19,0
2020-05-26 20:00:00,219238.0,35.95,156.0,154,6565.0,34.35,38.32,2020,2,5,22,26,1,0,20,0
2020-05-26 21:00:00,208997.0,31.51,0.0,66,7161.0,26.25,34.35,2020,2,5,22,26,1,0,21,0
2020-05-26 22:00:00,192966.0,24.15,0.0,69,6884.0,23.19,26.25,2020,2,5,22,26,1,0,22,0
2020-05-26 23:00:00,177604.0,23.15,0.0,68,5878.0,21.1,23.19,2020,2,5,22,26,1,0,23,0
2020-05-27 00:00:00,170532.0,21.68,0.0,140,5323.0,22.63,21.1,2020,2,5,22,27,2,0,0,0
2020-05-27 01:00:00,167514.0,21.4,0.0,270,5120.0,21.41,22.63,2020,2,5,22,27,2,0,1,0
2020-05-27 02:00:00,168427.0,21.92,0.0,674,4471.0,21.49,21.41,2020,2,5,22,27,2,0,2,0
2020-05-27 03:00:00,172580.0,21.99,7.0,1362,4105.0,22.65,21.49,2020,2,5,22,27,2,0,3,0
2020-05-27 04:00:00,182896.0,22.54,1047.0,1834,4335.0,22.72,22.65,2020,2,5,22,27,2,0,4,0
2020-05-27 05:00:00,208546.0,26.05,9658.0,2349,4214.0,34.94,22.72,2020,2,5,22,27,2,0,5,0
2020-05-27 06:00:00,230319.0,31.94,30663.0,2068,3901.0,40.05,34.94,2020,2,5,22,27,2,0,6,0
2020-05-27 07:00:00,240218.0,26.85,59434.0,1706,2031.0,34.65,40.05,2020,2,5,22,27,2,0,7,0
2020-05-27 08:00:00,241060.0,24.1,86611.0,1753,1729.0,24.21,34.65,2020,2,5,22,27,2,0,8,0
2020-05-27 09:00:00,243639.0,21.16,105766.0,2169,2926.0,22.59,24.21,2020,2,5,22,27,2,0,9,0
2020-05-27 10:00:00,246849.0,23.08,113305.0,3178,4322.0,21.97,22.59,2020,2,5,22,27,2,0,10,0
2020-05-27 11:00:00,245155.0,22.04,115677.0,4937,6370.0,21.0,21.97,2020,2,5,22,27,2,0,11,0
2020-05-27 12:00:00,241223.0,20.71,113078.0,6136,9514.0,19.75,21.0,2020,2,5,22,27,2,0,12,0
2020-05-27 13:00:00,236586.0,20.0,107455.0,7792,13567.0,19.98,19.75,2020,2,5,22,27,2,0,13,0
2020-05-27 14:00:00,233643.0,19.99,96071.0,9769,18886.0,20.91,19.98,2020,2,5,22,27,2,0,14,0
2020-05-27 15:00:00,231128.0,19.65,79040.0,10747,25260.0,21.0,20.91,2020,2,5,22,27,2,0,15,0
2020-05-27 16:00:00,232618.0,21.4,57532.0,11827,31746.0,24.2,21.0,2020,2,5,22,27,2,0,16,0
2020-05-27 17:00:00,234164.0,22.76,34000.0,10795,37747.0,31.29,24.2,2020,2,5,22,27,2,0,17,0
2020-05-27 18:00:00,233023.0,24.92,14492.0,10110,40974.0,47.9,31.29,2020,2,5,22,27,2,0,18,0
2020-05-27 19:00:00,225505.0,25.54,3671.0,11175,38100.0,50.15,47.9,2020,2,5,22,27,2,0,19,0
2020-05-27 20:00:00,216421.0,23.99,124.0,11216,38412.0,35.95,50.15,2020,2,5,22,27,2,0,20,0
2020-05-27 21:00:00,205569.0,22.65,0.0,9308,38934.0,31.51,35.95,2020,2,5,22,27,2,0,21,0
2020-05-27 22:00:00,189612.0,20.02,0.0,9417,40158.0,24.15,31.51,2020,2,5,22,27,2,0,22,0
2020-05-27 23:00:00,175669.0,18.09,0.0,9277,41689.0,23.15,24.15,2020,2,5,22,27,2,0,23,0
2020-05-28 00:00:00,168452.0,16.31,0.0,10882,40748.0,21.68,23.15,2020,2,5,22,28,3,0,0,0
2020-05-28 01:00:00,165068.0,16.2,0.0,11292,42855.0,21.4,21.68,2020,2,5,22,28,3,0,1,0
2020-05-28 02:00:00,165731.0,15.92,0.0,9930,45481.0,21.92,21.4,2020,2,5,22,28,3,0,2,0
2020-05-28 03:00:00,169976.0,16.16,5.0,7845,47029.0,21.99,21.92,2020,2,5,22,28,3,0,3,0
2020-05-28 04:00:00,180099.0,18.03,826.0,7005,46501.0,22.54,21.99,2020,2,5,22,28,3,0,4,0
2020-05-28 05:00:00,205623.0,22.94,7397.0,6377,38882.0,26.05,22.54,2020,2,5,22,28,3,0,5,0
2020-05-28 06:00:00,228297.0,25.55,23526.0,5366,31690.0,31.94,26.05,2020,2,5,22,28,3,0,6,0
2020-05-28 07:00:00,239319.0,25.16,46683.0,4747,31143.0,26.85,31.94,2020,2,5,22,28,3,0,7,0
